,영화명,감독,배급사,개봉일,국적,스크린수,매출액,관객수,장르,등급,연도
12655,캘리포니아 타이프라이터,더그 니콜,찬란,2019.7.25,미국,1,3815000,549,다큐멘터리,전체관람가,2019
12656,컨벤트,폴 하이엣,(주)이놀미디어,2019.7.25,영국,5,41000,31,공포(호러),청소년관람불가,2019
12657,쿵푸몬스터: 무림괴수전,유위강,위드 라이언 픽쳐스,2019.7.25,중국,5,229000,54,코미디,12세이상관람가,2019
12658,테이크 다운,데이빗 뉴튼,(주)제이에이와이이엔터테인먼트,2019.7.25,영국,1,300000,60,액션,15세이상관람가,2019
12659,파리 에듀케이션,장 폴 시비락,찬란,2019.7.25,프랑스,1,2128500,245,드라마,15세이상관람가,2019
12660,스와핑 : 친구부부의 쾌락 3,김진수,(주)영화사가을,2019.7.26,한국,1,6000,1,멜로/로맨스,청소년관람불가,2019
12661,여대생들의은밀한아르바이트-무삭제,천성준,에이원 미디어,2019.7.26,한국,1,5000,1,멜로/로맨스,청소년관람불가,2019
12662,워킹맘 : 출장지에서 빠진 불륜,미시마 로쿠사부로,(주)씨맥스커뮤니케이션즈,2019.7.26,일본,1,1000,1,드라마,청소년관람불가,2019
12663,은밀한 관계,김이슬,(주)영화사가을,2019.7.26,한국,1,6000,1,멜로/로맨스,청소년관람불가,2019
12664,콩쥐별전 - 전주성의 비밀,배효상,유한회사 올빼미하우스,2019.7.27,한국,1,219000,52,애니메이션,전체관람가,2019
12665,전망 좋은 하숙집,김부곤,(주)영화사가을,2019.7.29,한국,20,100000,20,멜로/로맨스,청소년관람불가,2019
12666,백트레이스,브라이언 A 밀러,주식회사 풍경소리,2019.7.30,미국,1,1000,1,액션,15세이상관람가,2019
12667,아들 친구를 유혹하는 젊은 엄마,잠파,(주)플라이어,2019.7.30,일본,1,6000,1,드라마,청소년관람불가,2019
12668,어린 누나 3 - 무삭제판,계장혁,(주)컨텐츠 빌리지,2019.7.30,한국,1,1000,1,멜로/로맨스,청소년관람불가,2019
12669,어린 엄마 3 - 무삭제판,계장혁,(주)컨텐츠 빌리지,2019.7.30,한국,1,1000,1,멜로/로맨스,청소년관람불가,2019
12670,엄마 애인 3 - 무삭제판,정진호,(주)컨텐츠 빌리지,2019.7.30,한국,1,1000,1,멜로/로맨스,청소년관람불가,2019
12671,이웃집 아내 무삭제판,한동호,(주)가온콘텐츠,2019.7.30,한국,1,1000,1,드라마,청소년관람불가,2019
12672,친구엄마 : 참을 수 없는 날 2,정완경,(주)영화사가을,2019.7.30,한국,1,6000,1,멜로/로맨스,청소년관람불가,2019
12673,데드 돈 다이,짐 자무쉬,유니버설픽쳐스인터내셔널 코리아(유),2019.7.31,미국,29,82788100,"10,506",코미디,15세이상관람가,2019
12674,마이펫의 이중생활 2,크리스 리노드,유니버설픽쳐스인터내셔널 코리아(유),2019.7.31,미국,933,8512830825,"1,114,941",애니메이션,전체관람가,2019
12675,사자,김주환,롯데컬처웍스(주)롯데엔터테인먼트,2019.7.31,한국,"1,405",12917306145,"1,609,737",미스터리,15세이상관람가,2019
12676,엑시트,이상근,(주)씨제이이엔엠,2019.7.31,한국,"1,660",79232212162,"9,426,051",코미디,12세이상관람가,2019
12677,누구나 아는 비밀,아쉬가르 파라디,"오드,(주)티캐스트",2019.8.1,스페인,52,219393320,"28,258",드라마,15세이상관람가,2019
12678,더 디너,오렌 무버만,그린나래미디어(주),2019.8.1,미국,1,378000,54,드라마,15세이상관람가,2019
12679,동경,윤웅대,주식회사 씨엠닉스,2019.8.1,한국,1,166000,73,드라마,15세이상관람가,2019
12680,매니페스토,율리안 로제펠트,찬란,2019.8.1,독일,4,1814200,291,드라마,15세이상관람가,2019
12681,알랭 뒤카스: 위대한 여정,쥘 드 메스트르,(주)미로스페이스,2019.8.1,프랑스,27,32611800,"4,046",다큐멘터리,전체관람가,2019
12682,어린 처형 2,김태수,(주)컨텐츠 빌리지,2019.8.1,한국,20,997000,190,멜로/로맨스,청소년관람불가,2019
12683,옆집아가씨 무삭제판,신성진,(주)담화,2019.8.1,한국,1,300000,60,기타,청소년관람불가,2019
12684,젊은 미망인 무삭제판,한동호,(주)가온콘텐츠,2019.8.1,한국,1,1000,1,드라마,청소년관람불가,2019
12685,48시간: 지구 최후의 날,알렉산더 보이코브,(주)소나무픽쳐스,2019.8.1,러시아,4,429000,83,코미디,15세이상관람가,2019
12686,다부진 연하남의 근육,요시다 카미유,(주)도키엔터테인먼트,2019.8.2,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12687,뜨거운 숙모의 하체,산고 코타로,(주)도키엔터테인먼트,2019.8.2,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12688,맛있는 섹스 그리고 여군,윤중부,(주)씨맥스커뮤니케이션즈,2019.8.2,한국,1,1000,1,드라마,청소년관람불가,2019
12689,발정난 새엄마의 밀애,키무라 히로유키,(주)영진크리에이티브,2019.8.2,일본,1,6000,1,멜로/로맨스,청소년관람불가,2019
12690,발정난 유부녀-땡기는 날,타케시 코쿠류,(주)영진크리에이티브,2019.8.2,일본,1,6000,1,멜로/로맨스,청소년관람불가,2019
12691,불붙은 돌싱녀들-딸은 옆방,사사키 유하라,(주)도키엔터테인먼트,2019.8.2,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12692,상사의 딸들과 한집에서,다케다 하루오,(주)도키엔터테인먼트,2019.8.2,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12693,성인영화 면접장에 딸의 친구가 오다,나가세 하루오,(주)도키엔터테인먼트,2019.8.2,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12694,야한 친구 아줌마,후카가와 지로,(주)도키엔터테인먼트,2019.8.2,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12695,어서와 옆집 유부녀,고바야시 이치로,(주)도키엔터테인먼트,2019.8.2,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12696,여친 엄마의 빨간 입술,미나마 다이치,(주)도키엔터테인먼트,2019.8.2,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12697,옆집 총각 세우기,미나마 다이치,(주)도키엔터테인먼트,2019.8.2,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12698,우윳빛깔 옆집유부녀,고바야시 이치로,(주)도키엔터테인먼트,2019.8.2,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12699,젊은 남자 사냥 유부녀,미나토야 켄타로,(주)도키엔터테인먼트,2019.8.2,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12700,착한 친구 누나,김진수,(주)영화사가을,2019.8.2,한국,1,6000,1,멜로/로맨스,청소년관람불가,2019
12701,가출한 옆집 유부녀,미나토야 켄타로,(주)도키엔터테인먼트,2019.8.5,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12702,갓 결혼한 새엄마,시온 아라키,(주)도키엔터테인먼트,2019.8.5,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12703,더 비스트,"라이언 콜루치,드래건 로가노빅",(주)소나무픽쳐스,2019.8.5,미국,1,5000,1,범죄,청소년관람불가,2019
12704,도신 외전,고봉,(주)빅웨이브시네마,2019.8.5,중국,1,1000,1,액션,15세이상관람가,2019
12705,딸의 남친과의 정사,세타가야 히로시,(주)도키엔터테인먼트,2019.8.5,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12706,물방울 침대의 새엄마,나카무라 켄지,(주)도키엔터테인먼트,2019.8.5,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12707,미망인에게 남편친구들의 방문,고바야시 이치로,(주)도키엔터테인먼트,2019.8.5,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12708,민감한 새엄마의 육체,가토 마사키,(주)도키엔터테인먼트,2019.8.5,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12709,부엌에서 시작된 정사,다케다 유지,(주)도키엔터테인먼트,2019.8.5,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12710,불륜: 내 친구의 아내,이재훈,(주)소나무픽쳐스,2019.8.5,한국,1,5000,1,멜로/로맨스,청소년관람불가,2019
12711,새엄마가 된 옆집유부녀,시온 히비키,(주)도키엔터테인먼트,2019.8.5,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12712,성인영화 면접장에 아는 유부녀,나가시키 히로,(주)도키엔터테인먼트,2019.8.5,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12713,아내의 동창회 2,김종민,(주)영화사가을,2019.8.5,한국,20,100000,20,멜로/로맨스,청소년관람불가,2019
12714,압도적 애교의 숙모님,베타 타카오,(주)도키엔터테인먼트,2019.8.5,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12715,야한 속옷의 새엄마,시온 하루네,(주)도키엔터테인먼트,2019.8.5,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12716,욕구불만 해결사 형수님,베타 타카오,(주)도키엔터테인먼트,2019.8.5,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12717,위기의 엄마들,이재훈,(주)소나무픽쳐스,2019.8.5,한국,1,5000,1,멜로/로맨스,청소년관람불가,2019
12718,음란한 여자들의 수다,이지은,(주)메이크아트,2019.8.5,한국,1,6000,1,성인물(에로),청소년관람불가,2019
12719,잘못 배달 온 새엄마,카가와 켄타로,(주)도키엔터테인먼트,2019.8.5,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12720,젊은 장모님들 - 감독판,이진,(주)소나무픽쳐스,2019.8.5,한국,1,5000,1,멜로/로맨스,청소년관람불가,2019
12721,친척 유부녀와 불꽃놀이,미나마 다이치,(주)도키엔터테인먼트,2019.8.5,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12722,티팬티의 새엄마,미나마 다이치,(주)도키엔터테인먼트,2019.8.5,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12723,파라노말 고스트,칼 린드버프,(주)소나무픽쳐스,2019.8.5,미국,1,5000,1,공포(호러),청소년관람불가,2019
12724,나이 어린 처형,아사기리 키요시,(주)레드언더미디어,2019.8.6,일본,1,1000,1,드라마,청소년관람불가,2019
12725,밝히는 아내-너무 하고 싶어요,토미죠 타로,(주)영진크리에이티브,2019.8.6,일본,1,6000,1,멜로/로맨스,청소년관람불가,2019
12726,옆집 친구 엄마,김진수,(주)영화사가을,2019.8.6,한국,1,6000,1,멜로/로맨스,청소년관람불가,2019
12727,음란한 새엄마의 일탈,히이라기 엔부,(주)영진크리에이티브,2019.8.6,일본,1,6000,1,멜로/로맨스,청소년관람불가,2019
12728,조건엄마 슈가맘 무삭제판,한동호,(주)가온콘텐츠,2019.8.6,한국,1,1000,1,드라마,청소년관람불가,2019
12729,친구 엄마:야릇한 개인 레슨,키무라 히로유키,(주)영진크리에이티브,2019.8.6,일본,1,6000,1,멜로/로맨스,청소년관람불가,2019
12730,봉오동 전투,원신연,(주)쇼박스,2019.8.7,한국,"1,476",40514276538,"4,779,501",사극,15세이상관람가,2019
12731,브링 더 소울 : 더 무비,박준수,"CGV ICECON,월트디즈니컴퍼니코리아 유한책임회사",2019.8.7,한국,569,2902500310,"336,074",기타,전체관람가,2019
12732,앵그리 버드 2: 독수리 왕국의 침공,서럽 밴 오먼,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2019.8.7,미국,512,1432145073,"188,365",애니메이션,전체관람가,2019
12733,카나리해,피터 스트레이,(주)티에스앤컴퍼니,2019.8.7,미국,1,270000,54,공포(호러),15세이상관람가,2019
12734,캐리tv 러브콘서트 더 무비,"정귀호,이민환,석진욱",롯데컬처웍스(주)롯데엔터테인먼트,2019.8.7,한국,155,225815700,"28,679",공연,전체관람가,2019
12735,김복동,송원근,(주)엣나인필름,2019.8.8,한국,366,696375860,"87,139",다큐멘터리,12세이상관람가,2019
12736,나는 예수님이 싫다,오쿠야마 히로시,"(주)싸이더스,(주)삼백상회",2019.8.8,일본,22,12565780,"1,489",드라마,전체관람가,2019
12737,려행,임흥순,반달,2019.8.8,한국,19,7957500,"1,094",다큐멘터리,12세이상관람가,2019
12738,로스트: 7 킬로미터,세르지오 그라시아노,레이크엔터테인먼트,2019.8.8,스페인,5,31000,31,어드벤처,15세이상관람가,2019
12739,앨리스 죽이기,김상규,(주)인디플러그,2019.8.8,한국,14,3704500,504,다큐멘터리,12세이상관람가,2019
12740,첫경험 2,김태수,(주)컨텐츠 빌리지,2019.8.8,한국,20,961000,178,멜로/로맨스,청소년관람불가,2019
12741,호크니,랜달 라이트,"그린나래미디어(주),(주)키다리이엔티",2019.8.8,영국,44,134046852,"16,070",다큐멘터리,12세이상관람가,2019
12742,가슴 크고 귀여운 청순녀의 표정,오자키 히로코우지,(주)플라이어,2019.8.9,일본,1,6000,1,드라마,청소년관람불가,2019
12743,강제로 속옷 파는 회사 여직원들,아이노 슌사쿠,(주)플라이어,2019.8.9,일본,1,6000,1,드라마,청소년관람불가,2019
12744,부부교환의 목적,김종민,(주)로드하우스,2019.8.9,한국,20,109000,20,드라마,청소년관람불가,2019
12745,불륜온천의 뜨거운 밤,히로아키,(주)영진크리에이티브,2019.8.9,일본,1,6000,1,멜로/로맨스,청소년관람불가,2019
12746,새엄마:아찔한 유혹,히이라기 엔부,(주)영진크리에이티브,2019.8.9,일본,1,6000,1,멜로/로맨스,청소년관람불가,2019
12747,아내 빌려주는 남자,나가에 타카미,(주)영진크리에이티브,2019.8.9,일본,1,6000,1,멜로/로맨스,청소년관람불가,2019
12748,어우동과 춘향뎐,이동현,(주)케이알씨지,2019.8.9,한국,20,1184000,245,멜로/로맨스,청소년관람불가,2019
12749,여대생출장맛사지,천성준,(주)케이피에이기획,2019.8.9,한국,1,5000,1,멜로/로맨스,청소년관람불가,2019
12750,이웃 여자-남편보다 영계,키무라 히로유키,(주)영진크리에이티브,2019.8.9,일본,1,6000,1,멜로/로맨스,청소년관람불가,2019
12751,출장 마사지 : 특별한 서비스,김진수,(주)영화사가을,2019.8.9,한국,1,6000,1,멜로/로맨스,청소년관람불가,2019
12752,파이널 샷,티모시 우드워드 주니어,(주)엔씨미디어,2019.8.9,미국,1,300000,60,액션,15세이상관람가,2019
12753,워파이터,제리 G. 안젤로,(주)무브먼트 픽쳐스,2019.8.10,미국,1,2000,1,전쟁,15세이상관람가,2019
12754,엄마친구들 3,정현수,(주)영화사가을,2019.8.12,한국,20,100000,20,멜로/로맨스,청소년관람불가,2019
12755,내 아내의 이중생활,히로아키,(주)플라이어,2019.8.13,일본,1,6000,1,드라마,청소년관람불가,2019
12756,네레우스: 바다의 괴물,조르주 패디,(주)도키엔터테인먼트,2019.8.13,미국,1,6000,1,공포(호러),15세이상관람가,2019
12757,아름다운 장모,김종민,(주)로드하우스,2019.8.13,한국,20,109000,20,기타,청소년관람불가,2019
12758,어린 유부녀,오자키 히로코우지,(주)플라이어,2019.8.13,일본,1,6000,1,드라마,청소년관람불가,2019
12759,위 워 솔져스,하인트제이 피터,(주)스토리제이,2019.8.13,독일,1,2000,1,전쟁,15세이상관람가,2019
12760,접대 전문 여비서 무삭제,윤준세,(주)레드언더미디어,2019.8.13,한국,1,2000,1,드라마,청소년관람불가,2019
12761,컨저링 맨션,찰리 스티즈,(주)소나무픽쳐스,2019.8.13,영국,5,459000,88,공포(호러),청소년관람불가,2019
12762,내 사촌 누나 무삭제,윤중부,(주)씨맥스커뮤니케이션즈,2019.8.14,한국,1,2000,1,드라마,청소년관람불가,2019
12763,더 바이 바이 맨,스테이시 타이틀,㈜코리아스크린,2019.8.14,미국,5,79800,22,공포(호러),15세이상관람가,2019
12764,더 프로디지,"알렉스 호게이,브라이언 비달",(주)소나무픽쳐스,2019.8.14,미국,1,5000,1,스릴러,15세이상관람가,2019
12765,부!,루크 제이든,주식회사 루믹스미디어,2019.8.14,미국,1,2000,1,공포(호러),청소년관람불가,2019
12766,분노의 질주: 홉스&쇼,데이빗 레이치,유니버설픽쳐스인터내셔널 코리아(유),2019.8.14,미국,"1,311",32241767793,"3,657,536",액션,12세이상관람가,2019
12767,숲속의 마녀들,조던 베이커,제인앤유,2019.8.14,미국,1,1000,1,공포(호러),15세이상관람가,2019
12768,"안녕, 티라노: 영원히, 함께",시즈노 코분,(주)넥스트엔터테인먼트월드(NEW),2019.8.14,한국,512,1553219230,"199,240",애니메이션,전체관람가,2019
12769,어린 처제 3 - 무삭제판,계장혁,(주)컨텐츠 빌리지,2019.8.14,한국,1,1000,1,멜로/로맨스,청소년관람불가,2019
12770,원더랜드,딜런 브라운,롯데컬처웍스(주)롯데엔터테인먼트,2019.8.14,미국,404,766608510,"102,715",애니메이션,전체관람가,2019
12771,음란한 병원 무삭제판,한동호,(주)가온콘텐츠,2019.8.14,한국,1,5000,1,드라마,청소년관람불가,2019
12772,인면어: 저주의 시작,데이비드 청,(주)디스테이션,2019.8.14,대만,37,39979680,"6,290",미스터리,15세이상관람가,2019
12773,정사 : 아내의 친구 2 무삭제,조태호,(주)영화사가을,2019.8.14,한국,20,100000,20,멜로/로맨스,청소년관람불가,2019
12774,투모로우 2019: 지구 대 빙하기,닉 와터스,(주)소나무픽쳐스,2019.8.14,미국,1,5000,1,액션,15세이상관람가,2019
12775,밤의 문이 열린다,유은정,"무브먼트,영화배급협동조합 씨네소파",2019.8.15,한국,20,22690100,"2,887",판타지,12세이상관람가,2019
12776,블루노트 레코드,소피 후버,(주)마노엔터테인먼트,2019.8.15,영국,23,61189110,"7,201",다큐멘터리,전체관람가,2019
12777,사랑의 선물,김규민,(주)한마음프로덕션,2019.8.15,한국,8,59942460,"10,106",드라마,15세이상관람가,2019
12778,수상한 교수,웨인 로버츠,(주)제이앤씨미디어그룹,2019.8.15,미국,105,86723830,"10,206",코미디,15세이상관람가,2019
12779,암전,김진원,TCO(주)더콘텐츠온,2019.8.15,한국,423,898461215,"101,913",미스터리,15세이상관람가,2019
12780,이타미 준의 바다,정다운,(주)영화사 진진,2019.8.15,한국,57,190028160,"23,446",다큐멘터리,전체관람가,2019
12781,지구공룡대탐험,데이빗 크렌츠,와이드 릴리즈(주),2019.8.15,미국,265,148474640,"19,419",애니메이션,전체관람가,2019
12782,가슴큰엄마들,차지민,스마일컨텐츠,2019.8.16,한국,20,638000,110,멜로/로맨스,청소년관람불가,2019
12783,몸도 주고 마음도 주고,윤중부,(주)씨맥스커뮤니케이션즈,2019.8.16,한국,1,1000,1,드라마,청소년관람불가,2019
12784,스와핑 : 대학 동창들,김진수,(주)영화사가을,2019.8.16,한국,1,6000,1,멜로/로맨스,청소년관람불가,2019
12785,젊은 새엄마들,김진수,(주)영화사가을,2019.8.16,한국,1,6000,1,멜로/로맨스,청소년관람불가,2019
12786,내 아내의 성접대,코메이,(주)영진크리에이티브,2019.8.19,일본,1,6000,1,멜로/로맨스,청소년관람불가,2019
12787,너무 밝히는 새엄마들,훌리오 세자르 오하시,(주)영진크리에이티브,2019.8.19,일본,1,6000,1,멜로/로맨스,청소년관람불가,2019
12788,바람난 아내들-욕구불만,사노 B사쿠,(주)영진크리에이티브,2019.8.19,일본,1,6000,1,멜로/로맨스,청소년관람불가,2019
12789,알몸으로 자는 유부녀,히로아키,(주)영진크리에이티브,2019.8.19,일본,1,6000,1,멜로/로맨스,청소년관람불가,2019
12790,착한 형수 4,임현태,(주)영화사가을,2019.8.19,한국,20,100000,20,멜로/로맨스,청소년관람불가,2019
12791,색욕 노천탕-달아오른 여주인,넥스트쿄쿠,(주)영진크리에이티브,2019.8.20,일본,1,6000,1,멜로/로맨스,청소년관람불가,2019
12792,아줌마 맛있네요,히로아키,(주)플라이어,2019.8.20,일본,1,6000,1,드라마,청소년관람불가,2019
12793,여선생 소시지 파티,마토노미야 켄고,(주)플라이어,2019.8.20,일본,1,6000,1,드라마,청소년관람불가,2019
12794,친구부부와교환섹스-무삭제,정민용,스마일컨텐츠,2019.8.20,한국,1,5000,1,멜로/로맨스,청소년관람불가,2019
12795,헤픈 새엄마-위험한 손장난,쿠로아카 긴조,(주)영진크리에이티브,2019.8.20,일본,1,6000,1,멜로/로맨스,청소년관람불가,2019
12796,광대들: 풍문조작단,김주호,워너브러더스 코리아(주),2019.8.21,한국,806,5226776088,"637,021",사극,12세이상관람가,2019
12797,룩 어웨이,아사프 베른슈타인,(주)드림팩트엔터테인먼트,2019.8.21,캐나다,50,22256800,"10,896",공포(호러),15세이상관람가,2019
12798,변신,김홍선,(주)에이스메이커무비웍스,2019.8.21,한국,975,15417922925,"1,804,112",공포(호러),15세이상관람가,2019
12799,블루스 인 인디아,댄 바론,(주)티앤엘엔터테인먼트,2019.8.21,미국,5,1205700,338,코미디,전체관람가,2019
12800,스페인 배낭여행 연쇄살인사건,칼로스 호프레,(주)알이디아이스엔터,2019.8.21,스페인,1,1000,1,공포(호러),청소년관람불가,2019
12801,착한 사촌 여동생 무삭제,윤중부,(주)씨맥스커뮤니케이션즈,2019.8.21,한국,1,1000,1,드라마,청소년관람불가,2019
12802,감염: 지구 최후의 날,헨드릭 팔러,(주)소나무픽쳐스,2019.8.22,영국,1,5000,1,스릴러,15세이상관람가,2019
12803,나만 없어 고양이,"복운석,신혜진",(주)트리플픽쳐스,2019.8.22,한국,39,41537030,"5,038",가족,전체관람가,2019
12804,디터 람스,게리 허스트윗,하준사,2019.8.22,미국,11,50942770,"6,051",다큐멘터리,전체관람가,2019
12805,라라와 움직이는 비밀의 숲,왕운비,(주)박수엔터테인먼트,2019.8.22,중국,237,111951960,"15,484",애니메이션,전체관람가,2019
12806,애프터,제니 게이지,판씨네마(주),2019.8.22,미국,235,493655240,"58,645",드라마,15세이상관람가,2019
12807,어린 이모 2,정진호,(주)컨텐츠 빌리지,2019.8.22,한국,20,1413000,193,멜로/로맨스,청소년관람불가,2019
12808,우리집,윤가은,롯데컬처웍스(주)롯데엔터테인먼트,2019.8.22,한국,147,444391340,"56,087",드라마,전체관람가,2019
12809,작전명 아이다호,에릭 콜리,(주)제이에이와이이엔터테인먼트,2019.8.22,미국,1,300000,60,액션,15세이상관람가,2019
12810,청춘 돼지는 꿈꾸는 소녀의 꿈을 꾸지 않는다,마스이 소이치,(주)애니플러스,2019.8.22,일본,46,95778380,"11,486",애니메이션,12세이상관람가,2019
12811,커런트 워,알폰소 고메즈-레존,(주)이수C&E,2019.8.22,미국,276,1817540600,"210,945",드라마,12세이상관람가,2019
12812,사장에게 유혹당하는 여배우 지망생,마키무라 츄타,(주)플라이어,2019.8.23,일본,1,6000,1,드라마,청소년관람불가,2019
12813,착한 여친 엄마,김진수,(주)영화사가을,2019.8.23,한국,1,6000,1,멜로/로맨스,청소년관람불가,2019
12814,착한 형수 : 참을 수 없는 날,김진수,(주)영화사가을,2019.8.23,한국,1,6000,1,멜로/로맨스,청소년관람불가,2019
12815,친구엄마 : 하고 싶은 날,김진수,(주)영화사가을,2019.8.23,한국,1,6000,1,멜로/로맨스,청소년관람불가,2019
12816,회사직원과 남편 몰래 흥분하는 청순녀,잭 아라이,(주)플라이어,2019.8.23,일본,1,6000,1,드라마,청소년관람불가,2019
12817,착한 엄마 3,김빛나,(주)영화사가을,2019.8.26,한국,20,100000,20,멜로/로맨스,청소년관람불가,2019
12818,"처제는, 처제와, 처제의...(무삭제판)",노현진,(주)나우콘텐츠,2019.8.26,한국,1,1000,1,멜로/로맨스,청소년관람불가,2019
12819,동호회의 목적 2 무삭제,김부곤,(주)영화사가을,2019.8.27,한국,1,6000,1,멜로/로맨스,청소년관람불가,2019
12820,만족 시켜드릴게요,하이파다쿠 세키쇼,(주)영진크리에이티브,2019.8.27,일본,1,6000,1,멜로/로맨스,청소년관람불가,2019
12821,발기찬 처가살이 무삭제판,한동호,(주)가온콘텐츠,2019.8.27,한국,1,5000,1,드라마,청소년관람불가,2019
12822,잘 해주는 여비서,모리 히데토라,(주)영진크리에이티브,2019.8.27,일본,1,6000,1,멜로/로맨스,청소년관람불가,2019
12823,정사 : 아내의 친구 2,조태호,(주)영화사가을,2019.8.27,한국,1,6000,1,멜로/로맨스,청소년관람불가,2019
12824,가슴 큰 여자친구 무삭제판,준세,(주)담화,2019.8.28,한국,1,300000,60,멜로/로맨스,청소년관람불가,2019
12825,내 아들의 여자:하고 싶어요,버드맨 텟페이,(주)영진크리에이티브,2019.8.28,일본,1,6000,1,멜로/로맨스,청소년관람불가,2019
12826,동키 킹,아지즈 진다니,(주)팝엔터테인먼트,2019.8.28,기타,185,62925760,"8,322",애니메이션,전체관람가,2019
12827,딥 스페이스: 외계접촉,데이빈 렝겔,(주)도키엔터테인먼트,2019.8.28,캐나다,1,6000,1,SF,15세이상관람가,2019
12828,바람난 유부녀의 하루,나가에 타카미,(주)영진크리에이티브,2019.8.28,일본,1,6000,1,멜로/로맨스,청소년관람불가,2019
12829,블라인드 멜로디,스리람 라그하반,찬란,2019.8.28,인도,151,208513400,"25,833",스릴러,15세이상관람가,2019
12830,안나,뤽 베송,판씨네마(주),2019.8.28,프랑스,431,946058240,"114,796",액션,15세이상관람가,2019
12831,야한 며느리:본능에 충실해,버드맨 텟페이,(주)영진크리에이티브,2019.8.28,일본,1,6000,1,멜로/로맨스,청소년관람불가,2019
12832,여친의 속사정 무삭제,윤중부,(주)씨맥스커뮤니케이션즈,2019.8.28,한국,1,1000,1,드라마,청소년관람불가,2019
12833,완벽한 사육 : 성노예 길들이기,히무 롯쿠,(주)레드언더미디어,2019.8.28,일본,1,1000,1,드라마,청소년관람불가,2019
12834,유열의 음악앨범,정지우,CGV아트하우스,2019.8.28,한국,"1,078",10233455040,"1,245,532",멜로/로맨스,12세이상관람가,2019
12835,음란 과외 2 - 무삭제판,최우성,(주)컨텐츠 빌리지,2019.8.28,한국,1,1000,1,멜로/로맨스,청소년관람불가,2019
12836,인비저블 위트니스,스테파노 모르디니,이언픽쳐스,2019.8.28,이탈리아,13,5229360,662,스릴러,15세이상관람가,2019
12837,잘주는 여비서들 무삭제,윤중부,(주)씨맥스커뮤니케이션즈,2019.8.28,한국,1,1000,1,드라마,청소년관람불가,2019
12838,47미터 2,요하네스 로버츠,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",2019.8.28,미국,649,3846315153,"501,934",공포(호러),15세이상관람가,2019
12839,건달티처,어일선,(주)드림팩트엔터테인먼트,2019.8.29,한국,1,1000,1,액션,청소년관람불가,2019
12840,바우하우스,"닐스 볼브링커,토마스 틸슈",(주)마노엔터테인먼트,2019.8.29,독일,15,35618378,"4,208",다큐멘터리,전체관람가,2019
12841,벌새,김보라,"(주)엣나인필름,(주)콘텐츠판다",2019.8.29,한국,145,1192568974,"146,665",드라마,15세이상관람가,2019
12842,불빛 아래서,조이예환,모두를위한극장 공정영화협동조합,2019.8.29,한국,13,7112700,940,다큐멘터리,12세이상관람가,2019
12843,쎈서,콘스탄틴 셸레토프,(주)제이에이와이이엔터테인먼트,2019.8.29,러시아,1,300000,60,액션,청소년관람불가,2019
12844,젊은엄마 그리고 섹스,이민환,(주)케이알씨지,2019.8.29,한국,20,1183000,244,멜로/로맨스,청소년관람불가,2019
12845,후로티로봇 극장판,토미 왕,(주)박수엔터테인먼트,2019.8.29,중국,177,36110740,"4,727",어드벤처,전체관람가,2019
12846,긴섹충,우기상,(주)피에이치미디어,2019.8.30,한국,1,2000,1,성인물(에로),청소년관람불가,2019
12847,남편은 없어 새엄마,오자키 히로코우지,(주)플라이어,2019.8.30,일본,1,6000,1,드라마,청소년관람불가,2019
12848,내 여친은 20살,윤중부,(주)씨맥스커뮤니케이션즈,2019.8.30,한국,1,1000,1,드라마,청소년관람불가,2019
12849,내방에 일본여자가 있다 무삭제판,노세기,(주)엔트리미디어,2019.8.30,한국,1,1000,1,성인물(에로),청소년관람불가,2019
12850,스와핑 : 두자매,김진수,(주)영화사가을,2019.8.30,한국,1,6000,1,멜로/로맨스,청소년관람불가,2019
12851,여성친구,우기상,(주)피에이치미디어,2019.8.30,한국,1,1000,1,성인물(에로),청소년관람불가,2019
