■ 개봉일람_연도별,,,,,,,,,,,,,,,,,
- 조회일: 2021-11-05,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간 : 2004~2020???국적 : 전체???영화명 : 전체???개봉일 : 2004-01-01~2020-12-31???영화구분 : 전체???영화유형 : 개봉영화??? ],,,,,,,,,,,,,,,,,
<,,,,,,,,,,,,,,,,,
순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국,전국,전국,서울,서울,장르,등급,영화구분
,,,,,,,,,,스크린수,매출액,관객수,매출액,관객수,,,
121,나두야 간다,정연원,화이트리시네마,,롯데쇼핑㈜롯데시네마,2004-06-25,개봉영화,장편,한국,0,0,"342,300",0,"52,000",코미디,15세관람가,일반영화
122,대단한 유혹,장 프랑소아 풀리오,맥스 필름즈 프로덕션즈,,필름뱅크(주),2004-06-25,개봉영화,장편,캐나다,0,0,"25,171",0,"20,130",코미디,전체관람가,일반영화
123,소녀 검객 아즈미 대혈전,기타무라 류헤이,도에이,(주)스폰지이엔티,(주)스폰지이엔티,2004-06-25,개봉영화,장편,일본,0,0,709,0,374,액션,18세관람가,일반영화
124,스타쉽 트루퍼스2,필 티페트,,콜럼비아트라이스타영화㈜,콜럼비아트라이스타,2004-06-25,개봉영화,장편,미국,0,0,"1,023",0,"1,023",SF,18세관람가,일반영화
125,아는 여자,장진,필름있수다,,(주)시네마서비스,2004-06-25,개봉영화,장편,한국,0,0,"838,000",0,"390,000",드라마,15세관람가,일반영화
126,음양사2,타키타 요지로,"도호쿠신샤,티비에스",(주)아펙스 엔터테인먼트,(주)아펙스 엔터테인먼트,2004-06-25,개봉영화,장편,일본,0,0,"10,362",0,124,사극,15세관람가,일반영화
127,스파이더맨 2,샘 레이미,콜럼비아트라이스타,콜럼비아트라이스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2004-06-30,개봉영화,장편,미국,0,0,"2,367,704",0,"771,915",SF,12세관람가,일반영화
128,인어 공주,박흥식,나우필름(주),,CJ ENM,2004-06-30,개봉영화,장편,한국,0,0,"661,679",0,"258,368",드라마,전체관람가,독립/예술영화
129,무간도3 - 종극무간,"유위강,맥조휘",미디어 아시아 필름즈,태창엔터테인먼트(주),이십세기폭스코리아(주),2004-07-02,개봉영화,장편,홍콩,0,0,0,0,"44,000",드라마,18세관람가,일반영화
130,"달마야, 서울 가자",육상효,"(주)타이거픽쳐스,(주)씨네월드",,(주)시네마서비스,2004-07-09,개봉영화,장편,한국,0,0,"1,272,000",0,"327,000",코미디,15세관람가,일반영화
131,착신아리,미이케 다카시,가도카와헤럴드픽쳐스,"(주)엔케이컨텐츠,한맥영화(주)",(주)쇼박스,2004-07-09,개봉영화,장편,일본,0,0,"502,036",0,"116,144",공포(호러),15세관람가,일반영화
132,천년여우,곤 사토시,매드하우스(マッドハウス),(주)창엔터테인먼트,무비즈엔터테인먼트㈜,2004-07-09,개봉영화,장편,일본,0,0,"6,028",0,"3,895",스릴러,12세관람가,독립/예술영화
133,투 가이즈,박헌수,(주)에스씨에스엔터테인먼트,,쇼이스트(주),2004-07-09,개봉영화,장편,한국,0,0,"931,000",0,"251,859",코미디,15세관람가,일반영화
134,내 남자의 로맨스,박제현,메이필름(주),,CJ ENM,2004-07-16,개봉영화,장편,한국,0,0,"1,083,556",0,"418,579",드라마,12세관람가,일반영화
135,해리포터와 아즈카반의 죄수,알폰소 쿠아론,워너브러더스사㈜,워너브러더스 코리아(주),워너브러더스 코리아(주),2004-07-16,개봉영화,장편,미국,0,0,"2,532,000",0,"892,900",드라마,전체관람가,일반영화
136,그놈은 멋있었다,이환경,엘티 픽쳐스,,프라임픽쳐스,2004-07-22,개봉영화,장편,한국,0,0,"800,000",0,"160,000",코미디,15세관람가,일반영화
137,늑대의 유혹,김태균,(주)싸이더스,,(주)쇼박스,2004-07-22,개봉영화,장편,한국,0,0,"2,189,453",0,"610,971",드라마,12세관람가,일반영화
138,화씨 911,마이클 무어,"도그 잇 도그 필름,라이온스 게이트 필름즈",스튜디오플러스(주),스튜디오플러스(주),2004-07-22,개봉영화,장편,미국,0,0,"459,404",0,"293,200",다큐멘터리,15세관람가,독립/예술영화
139,돌려차기,남상국,(주)씨네이천,,(주)시네마서비스,2004-07-23,개봉영화,장편,한국,0,0,"69,000",0,"20,539",코미디,12세관람가,일반영화
140,킹 아더,안톤 후쿠아,"제리 브룩하이머 필름,월트디즈니코리아㈜",,한국소니픽쳐스릴리징브에나비스타영화㈜,2004-07-23,개봉영화,장편,미국,0,0,"1,213,584",0,"428,080",사극,15세관람가,일반영화
141,날으는 돼지 - 해적 마테오,송근식,동우에이앤이(주),,에이아이씨코리아(AIC KOREA),2004-07-24,개봉영화,장편,한국,0,0,"125,000",0,"90,000",애니메이션,전체관람가,일반영화
142,누구나 비밀은 있다,장현수,(주)태원엔터테인먼트,,(주)시네마서비스,2004-07-30,개봉영화,장편,한국,0,0,"896,000",0,"346,150",코미디,18세관람가,일반영화
143,반 헬싱,스티븐 소머즈,유니버셜 픽쳐스,몽타쥬엔터테인먼트(주),(주)스튜디오이쩜영,2004-07-30,개봉영화,장편,미국,0,0,"1,631,359",0,"519,558",액션,15세관람가,일반영화
144,"아이, 로봇",알렉스 프로야스,"이십세기폭스필름코퍼레이션,데이비스 엔터테인먼트 필름웍스",이십세기폭스필름코퍼레이션,이십세기폭스필름코퍼레이션,2004-07-30,개봉영화,장편,미국,0,0,"1,777,470",0,"586,098",SF,12세관람가,일반영화
145,인형사,정용기,(주)필마픽쳐스,,롯데쇼핑㈜롯데시네마,2004-07-30,개봉영화,장편,한국,0,0,"339,038",0,"55,000",공포(호러),15세관람가,일반영화
146,취한 말들을 위한 시간,바흐만 고바디,,,㈜영화사 백두대간,2004-07-30,개봉영화,장편,이란,0,0,"12,099",0,"12,099",드라마,전체관람가,일반영화
147,분신사바,안병기,(주)소프트랜드 영상 사업부 에이포스트 픽쳐스,,브에나비스타인터내셔널코리아,2004-08-05,개봉영화,장편,한국,0,0,"1,001,125",0,"301,322",공포(호러),15세관람가,일반영화
148,신부수업,허인무,기획시대(주),,코리아픽쳐스(주),2004-08-05,개봉영화,장편,한국,0,0,"1,242,476",0,"314,772",드라마,12세관람가,일반영화
149,나에게 유일한,가브리엘 무치노,판당고,(주)동숭아트센터,(주)동숭아트센터,2004-08-06,개봉영화,장편,이탈리아,0,0,"2,545",0,"2,545",코미디,15세관람가,일반영화
150,망치,안태근,캐릭터플랜(주),,스폰지,2004-08-06,개봉영화,장편,한국,0,0,"47,502",0,"12,320",애니메이션,전체관람가,일반영화
151,모두 하고 있습니까?,기타노 다케시,,"(주)영화사 진진,(주)스폰지이엔티","(주)영화사 진진,(주)스폰지이엔티",2004-08-06,개봉영화,장편,일본,0,0,"2,128",0,"2,128",코미디,18세관람가,일반영화
152,아임 낫 스케어드,가브리엘 살바토레,,에이펙스엔터테인먼트,(주)씨네진,2004-08-06,개봉영화,장편,스페인,0,0,"24,136",0,"3,102",드라마,12세관람가,독립/예술영화
153,얼굴 없는 미녀,김인식,(주)아이필름홀딩스,,"CJ ENM,아이러브시네마",2004-08-06,개봉영화,장편,한국,0,0,"520,753",0,"181,984",스릴러,18세관람가,일반영화
154,카우 삼총사,"윌 핀,존 샌포드",월트 디즈니 픽쳐스,월트디즈니컴퍼니코리아(주),한국소니픽쳐스릴리징브에나비스타영화㈜,2004-08-06,개봉영화,장편,미국,0,0,"14,396",0,"5,789",애니메이션,전체관람가,일반영화
155,바람의 파이터,양윤호,아이비젼엔터테인먼트(주),,영화사청어람(주),2004-08-12,개봉영화,장편,한국,0,0,"2,346,446",0,"634,897",액션,12세관람가,일반영화
156,그 여름 가장 조용한 바다,기타노 다케시,"오피스 키타노,토호 컴퍼니","(주)영화사 진진,(주)스폰지이엔티","(주)영화사 진진,(주)스폰지이엔티",2004-08-13,개봉영화,장편,일본,0,0,"2,657",0,"2,657",드라마,12세관람가,독립/예술영화
157,리딕 - 헬리온 최후의 빛,데이빗 토히,"라다 픽쳐스,유니버셜 픽쳐스",(주)태원엔터테인먼트,CJ ENM,2004-08-13,개봉영화,장편,미국,0,0,"427,154",0,"295,772",SF,12세관람가,일반영화
158,시실리 2km,신정원,한맥영화(주),,(주)쇼박스,2004-08-13,개봉영화,장편,한국,0,0,"1,987,380",0,"552,286",코미디,15세관람가,일반영화
159,가필드,피터 휴잇,이십세기폭스필름코퍼레이션,이십세기폭스필름코퍼레이션,이십세기폭스필름코퍼레이션,2004-08-19,개봉영화,장편,미국,0,0,"330,380",0,"96,990",코미디,전체관람가,일반영화
160,본 슈프리머시,폴 그린그래스,유니버셜 픽쳐스,UIP코리아,UIP코리아,2004-08-20,개봉영화,장편,미국,0,0,"620,000",0,"258,558",액션,15세관람가,일반영화
161,쓰리 몬스터,"박찬욱,미이케 다카시,프루트 챈","(주)영화사봄,어플로즈픽쳐스,가도카와헤럴드픽쳐스",,CJ ENM,2004-08-20,개봉영화,옴니버스,한국,0,0,"281,540",0,"107,960",공포(호러),18세관람가,일반영화
162,알포인트,공수창,씨앤필름(주),,(주)시네마서비스,2004-08-20,개봉영화,장편,한국,0,0,"1,689,000",0,"540,000",전쟁,15세관람가,일반영화
163,팻 걸,까트린느 브레이야,,㈜영화사 백두대간,㈜영화사 백두대간,2004-08-20,개봉영화,장편,프랑스,0,0,"18,351",0,"15,106",드라마,18세관람가,일반영화
164,헬보이,길예르모 델 토로,레볼루션 스튜디오,콜럼비아트라이스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2004-08-20,개봉영화,장편,미국,0,0,"205,284",0,"57,221",SF,15세관람가,일반영화
165,3-4X10월,기타노 다케시,,(주)스폰지이엔티,(주)스폰지이엔티,2004-08-20,개봉영화,장편,일본,0,0,"1,426",0,"1,426",코미디,18세관람가,일반영화
166,셧업,프랑시스 베베르,유니온 제너럴 시네마토그래픽 (UGC),미디어필름인터내셔날(주),쇼이스트(주),2004-08-27,개봉영화,장편,프랑스,0,0,"25,000",0,"8,825",코미디,15세관람가,일반영화
167,엘리펀트,구스 반 산트,"피어메이커스스튜디오,HBO필름,파이 필름",(주)동숭아트센터,(주)동숭아트센터,2004-08-27,개봉영화,장편,미국,0,0,"12,812",0,"11,745",범죄,18세관람가,독립/예술영화
168,터미널,스티븐 스필버그,,CJ ENM,CJ ENM,2004-08-27,개봉영화,장편,미국,0,0,"1,335,571",0,"581,792",드라마,전체관람가,일반영화
169,프레디 대 제이슨-13일의 금요일11,우인태,뉴라인 시네마,(주)타이거픽쳐스,(주)영화사한결,2004-08-27,개봉영화,장편,미국,0,0,"63,638",0,"17,676",공포(호러),18세관람가,일반영화
170,가족,이정철,튜브픽쳐스(주),,(주)튜브엔터테인먼트,2004-09-03,개봉영화,장편,한국,0,0,"1,932,304",0,"545,909",드라마,15세관람가,일반영화
171,갓센드,닉 햄,,(주)시네마서비스,(주)시네마서비스,2004-09-03,개봉영화,장편,미국,0,0,"54,100",0,"20,840",공포(호러),15세관람가,일반영화
172,거미숲,송일곤,(주)오크필름,,영화사청어람(주),2004-09-03,개봉영화,장편,한국,0,0,"83,411",0,"33,847",미스터리,18세관람가,독립/예술영화
173,돈 텔 파파,이상훈,기획시대(주),,CJ ENM,2004-09-03,개봉영화,장편,한국,0,0,"880,744",0,"151,938",코미디,15세관람가,일반영화
174,맥덜,원건도,"블리스픽쳐스,런치타임 프로덕션",(주)스폰지이엔티,(주)스폰지이엔티,2004-09-03,개봉영화,장편,홍콩,0,0,"2,807",0,705,애니메이션,전체관람가,일반영화
175,에이리언 VS 프레데터,폴 W.S. 앤더슨,데이비스 엔터테인먼트 필름웍스,이십세기폭스필름코퍼레이션,이십세기폭스필름코퍼레이션,2004-09-03,개봉영화,장편,미국,0,0,"304,360",0,"82,690",SF,15세관람가,일반영화
176,진주 귀걸이를 한 소녀,피터 웨버,아처엔터테인먼트,"(주)영화사 진진,시네마루","(주)영화사 진진,필름뱅크(주)",2004-09-03,개봉영화,장편,영국,0,0,"95,000",0,"46,643",드라마,"15세관람가,15세이상관람가",독립/예술영화
177,퀸카로 살아남는 법,마크 S. 워터스,파라마운트 픽쳐스,UIP코리아,UIP코리아,2004-09-03,개봉영화,장편,미국,0,0,"153,000",0,"66,310",코미디,15세관람가,일반영화
178,도마 안중근,서세원,(주)소스원프로덕션,,(주)소스원프로덕션,2004-09-10,개봉영화,장편,한국,0,0,"50,000",0,"20,000",드라마,전체관람가,일반영화
179,베른의 기적,손케 보르트만,"세나토르 필름 프로덕션,세븐 픽쳐스","예맥필름(주),(주)컴퍼니엘","무비즈엔터테인먼트㈜,팝엔터테인먼트",2004-09-10,개봉영화,장편,독일,0,0,"3,631",0,"1,711",드라마,전체관람가,독립/예술영화
180,시크릿 윈도우,데이빗 코엡,콜럼비아트라이스타,콜럼비아트라이스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2004-09-10,개봉영화,장편,미국,0,0,535,0,535,공포(호러),15세관람가,일반영화
181,연인,장예모,"에드코필름,장예모 스튜디오",쇼이스트(주),쇼이스트(주),2004-09-10,개봉영화,장편,중국,0,0,"1,416,000",0,"518,391",멜로/로맨스,12세관람가,독립/예술영화
182,워킹 톨,케빈 브레이,하이드파크엔터테인먼트,이십세기폭스필름코퍼레이션,이십세기폭스필름코퍼레이션,2004-09-10,개봉영화,장편,미국,0,0,"1,570",0,952,액션,15세관람가,일반영화
183,지옥갑자원,야마구치 유다이,,(주)미로비젼,(주)영화사한결,2004-09-10,개봉영화,장편,일본,0,0,280,0,221,코미디,15세관람가,일반영화
184,카란디루,헥터 바벤코,,콜럼비아트라이스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2004-09-10,개봉영화,장편,아르헨티나,0,0,"1,387",0,"1,387",드라마,15세관람가,일반영화
185,퍼니셔,조나단 헨스라이,마블 엔터테인먼트,콜럼비아트라이스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2004-09-10,개봉영화,장편,미국,0,0,"11,645",0,"2,638",액션,18세관람가,일반영화
186,호텔 비너스,다카하타 히데타,아스믹에이스엔터테인먼트,CJ ENM,CJ ENM,2004-09-10,개봉영화,장편,일본,0,0,"4,358",0,"3,337",드라마,12세관람가,일반영화
187,섹스 이즈 코메디,까트린느 브레이야,"까날 플러스,플라치필름,프랑스텔레비젼디스트리뷰션,르 스튜디오 카날+",,㈜영화사 백두대간,2004-09-16,개봉영화,장편,프랑스,0,0,"4,702",0,"4,045",코미디,18세관람가,일반영화
188,귀신이 산다,김상진,(주)시네마서비스,,(주)시네마서비스,2004-09-17,개봉영화,장편,한국,0,0,"2,890,000",0,"751,340",코미디,12세관람가,일반영화
189,나쁜 교육,페드로 알모도바르,까날 플러스 에스파냐,"(주)스폰지이엔티,(주)홈초이스","(주)스폰지이엔티,(주)홈초이스",2004-09-17,개봉영화,장편,스페인,0,0,"21,586",0,"17,810",드라마,18세관람가,독립/예술영화
190,슈퍼스타 감사용,김종현,(주)싸이더스,,CJ ENM,2004-09-17,개봉영화,장편,한국,0,0,"834,706",0,"330,396",드라마,전체관람가,일반영화
191,80일간의 세계 일주,프랑코 코라시,(주)쇼박스,월트 디즈니 픽쳐스,(주)쇼박스,2004-09-17,개봉영화,장편,미국,0,0,"721,858",0,"175,250",코미디,,일반영화
192,꽃피는 봄이 오면,류장하,(주)씨즈엔터테인먼트,,영화사청어람(주),2004-09-23,개봉영화,장편,한국,0,0,"717,618",0,"232,771",드라마,12세관람가,일반영화
193,노 브레인 레이스,제리 주커,"알파빌필름즈,파라마운트 픽쳐스","(주)제이엔엔터테인먼트,(주)아름다운영화사",롯데쇼핑㈜롯데시네마,2004-09-24,개봉영화,장편,미국,0,0,"81,423",0,"23,518",코미디,12세관람가,일반영화
194,맨 온 파이어,토니 스콧,폭스2000픽처스,이십세기폭스필름코퍼레이션,이십세기폭스필름코퍼레이션,2004-09-24,개봉영화,장편,미국,0,0,"480,040",0,"155,650",액션,15세관람가,일반영화
195,빌리지,M. 나이트 샤말란,터치스톤 픽처스,월트디즈니컴퍼니코리아(주),한국소니픽쳐스릴리징브에나비스타영화㈜,2004-09-24,개봉영화,장편,미국,0,0,"542,950",0,"234,812",공포(호러),12세관람가,일반영화
196,카르멘,빈센트 아란다,스타라인,,필름뱅크(주),2004-09-24,개봉영화,장편,스페인,0,0,170,0,170,드라마,18세관람가,일반영화
197,캣우먼,피토프,워너브러더스사㈜,워너브러더스 코리아(주),워너브러더스 코리아(주),2004-09-24,개봉영화,장편,미국,0,0,"267,300",0,"92,000",액션,12세관람가,일반영화
198,스텝포드 와이프,프랭크 오즈,스캇 루딘 프로덕션,CJ ENM,CJ ENM,2004-10-01,개봉영화,장편,미국,0,0,"198,111",0,"102,606",코미디,15세관람가,일반영화
199,세상의 중심에서 사랑을 외치다,유키사다 이사오,도호쿠신샤,(주)동아수출공사,(주)동아수출공사,2004-10-08,개봉영화,장편,일본,0,0,"428,202",0,"182,607",멜로/로맨스,12세관람가,일반영화
200,우리 형,안권태,(주)진인사필름,,CJ ENM,2004-10-08,개봉영화,장편,한국,0,0,"2,479,585",0,"699,725",드라마,15세관람가,일반영화
201,웨일 라이더,니키 카로,판도라 필름,대성필름,무비즈엔터테인먼트㈜,2004-10-08,개봉영화,장편,뉴질랜드,0,0,"18,723",0,"9,838",드라마,전체관람가,독립/예술영화
202,이노센스,오시이 마모루,,대원미디어(주),(주)시네마서비스,2004-10-08,개봉영화,장편,일본,0,0,"31,249",0,"19,929",애니메이션,12세관람가,독립/예술영화
203,빈집,김기덕,"(주)김기덕 필름,씨네클릭 아시아(팬텀)",,영화사청어람(주),2004-10-15,개봉영화,장편,한국,0,0,"94,928",0,"34,121",드라마,15세관람가,독립/예술영화
204,아저씨 우리 결혼할까요?,완세생,,(주)아펙스 엔터테인먼트,씨네파크,2004-10-15,개봉영화,장편,홍콩,0,0,"17,362",0,"7,301",코미디,12세관람가,일반영화
205,콜래트럴,마이클 만,"드림웍스 SKG,파라마운트 픽쳐스",UIP코리아,UIP코리아,2004-10-15,개봉영화,장편,미국,0,0,"814,000",0,"324,481",액션,15세관람가,일반영화
