■ 개봉일람_연도별,,,,,,,,,,,,,,,,,
- 조회일: 2021-11-05,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간 : 2004~2020???국적 : 전체???영화명 : 전체???개봉일 : 2004-01-01~2020-12-31???영화구분 : 전체???영화유형 : 개봉영화??? ],,,,,,,,,,,,,,,,,
<,,,,,,,,,,,,,,,,,
순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국,전국,전국,서울,서울,장르,등급,영화구분
,,,,,,,,,,스크린수,매출액,관객수,매출액,관객수,,,
13351,인 더 더스트,다니엘 로비,,주식회사 씨네룩스,주식회사 씨네룩스,2019-10-04,개봉영화,장편,프랑스,1,"50,000",50,0,0,SF,12세이상관람가,독립/예술영화
13352,젊은 장모에게 정사를 들킨 날,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-10-04,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
13353,젊은 장모와 사고친 오후,나베 아츠시,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-10-04,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
13354,착한 엄마 친구들,강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-10-04,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13355,핑크소파의 색녀발정,쿠라타 켄타로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-10-04,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
13356,과외선생과 성적의 관계,,,(주)빅콘미디어,(주)빅콘미디어,2019-10-05,개봉영화,장편,일본,1,"1,000",1,0,0,성인물(에로),청소년관람불가,일반영화
13357,나를 노리는 처형,,,(주)빅콘미디어,(주)빅콘미디어,2019-10-05,개봉영화,장편,일본,1,"1,000",1,0,0,성인물(에로),청소년관람불가,일반영화
13358,맘,라비 우드야와르,,(주)미로스페이스,(주)넥스트엔터테인먼트월드(NEW),2019-10-05,개봉영화,장편,인도,1,"120,000",60,0,0,드라마,15세이상관람가,독립/예술영화
13359,온천에서 생긴 은밀한 속사정,,,(주)빅콘미디어,(주)빅콘미디어,2019-10-06,개봉영화,장편,일본,1,"1,000",1,0,0,성인물(에로),청소년관람불가,일반영화
13360,합의된 관계,,,(주)빅콘미디어,(주)빅콘미디어,2019-10-06,개봉영화,장편,일본,1,"1,000",1,0,0,성인물(에로),청소년관람불가,일반영화
13361,결혼 전 일은 묻지말기,존 류지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-10-07,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
13362,그녀의 발정은 몸에서,존 류지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-10-07,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
13363,극락승천 마사지,사토 키쿠치,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-10-07,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
13364,극상의 노예신혼녀,존 류지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-10-07,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
13365,들키면 어쩌려고 - 아내의 대학선배,니시무라 켄지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-10-07,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
13366,모델 촬영후 폭풍정사,쿠라타 켄타로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-10-07,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13367,부장님께 복종하기로 한 여직원,존 류지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-10-07,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
13368,불륜애인 놀이,오자와 토오루,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-10-07,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
13369,승천하는 성감마사지,후지모리 타쿠야,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-10-07,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13370,여자 수영선수단의 음란한 회식,코지마 유키오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-10-07,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
13371,옷 잘 벗는 예쁜 누나,김부곤,(주)영화사가을,,(주)영화사가을,2019-10-07,개봉영화,장편,한국,11,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
13372,이자카야의 미인 주인딸,다카하시 하루카,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-10-07,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
13373,일본 란제리 속옷모델을 소파에서,나카무라 켄지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-10-07,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
13374,정조관념 없는 아내,이즈미 료이치,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-10-07,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
13375,준코가 가진 회사내 남자들,존 류지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-10-07,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
13376,헌신하는 아내의 육체,사다오카 사다오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-10-07,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
13377,형수는 거유간호사,후지모리 기타로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-10-07,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
13378,형수의 가슴골과 꽃팬티,존 류지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-10-07,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
13379,데드 스쿼드: 죽은자들의 사원,도미니크 하우저,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-10-08,개봉영화,장편,미국,1,"6,000",1,0,0,액션,청소년관람불가,일반영화
13380,형부를 탐하다 무삭제판,최정자,(주)가온콘텐츠,,(주)가온콘텐츠,2019-10-08,개봉영화,장편,한국,1,"5,000",1,0,0,드라마,청소년관람불가,일반영화
13381,디어 마이 프렌드,피터 허칭스,,(주)티앤엘엔터테인먼트,(주)팝엔터테인먼트,2019-10-09,개봉영화,장편,미국,136,"87,539,100","10,969","39,796,200","4,854",드라마,12세이상관람가,독립/예술영화
13382,수상한 이웃,이상훈,(주)오예스,,"(주)스톰픽쳐스코리아,와이드 릴리즈(주)",2019-10-09,개봉영화,장편,한국,182,"63,401,140","11,341","12,397,380","1,520",코미디,12세이상관람가,독립/예술영화
13383,아이언 자이언트,브래드 버드,,(주)드림팩트엔터테인먼트,(주)삼백상회,2019-10-09,개봉영화,장편,미국,167,"81,171,700","9,802","44,936,100","4,964",애니메이션,전체관람가,독립/예술영화
13384,잃어버린 세계를 찾아서,크리스 버틀러,,주식회사 더쿱,(주)이수C&E,2019-10-09,개봉영화,장편,미국,279,"161,271,360","21,252","29,301,900","3,641",애니메이션,전체관람가,일반영화
13385,제미니 맨,이안,,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,2019-10-09,개봉영화,장편,미국,845,"3,295,969,230","387,342","956,421,180","107,352",액션,12세이상관람가,일반영화
13386,쿵푸 보이,"라지브 칠라카,비나약 다스",,그린나래미디어(주),(주)팝엔터테인먼트,2019-10-09,개봉영화,장편,인도,222,"71,889,120","9,263","12,687,300","1,527",애니메이션,전체관람가,독립/예술영화
13387,판소리 복서,정혁기,(주)바른손,,CGV아트하우스,2019-10-09,개봉영화,장편,한국,345,"193,213,180","25,739","52,420,760","6,334",코미디,12세이상관람가,독립/예술영화
13388,관전녀,계장혁,모히또필름,,(주)컨텐츠 빌리지,2019-10-10,개봉영화,장편,한국,20,"1,000,000",191,"731,000",147,멜로/로맨스,청소년관람불가,일반영화
13389,먹거나 먹히거나,폴 슈레이더,,㈜코리아스크린,㈜코리아스크린,2019-10-10,개봉영화,장편,미국,5,"44,000",18,"26,000",8,액션,청소년관람불가,독립/예술영화
13390,불량탐정 : 리로드,리차드 킴,(주)액티버스엔터테인먼트,,(주)액티버스엔터테인먼트,2019-10-10,개봉영화,장편,한국,1,"5,000",5,0,0,기타,청소년관람불가,일반영화
13391,여배우들의 티타임,로저 미첼,,(주)제이브로,(주)영화사오원,2019-10-10,개봉영화,장편,영국,22,"16,859,160","2,073","12,066,960","1,341",다큐멘터리,12세이상관람가,독립/예술영화
13392,여수 밤바다,정형석,닷 팩토리,,닷 팩토리,2019-10-10,개봉영화,장편,한국,9,"1,000,300",145,"410,000",50,코미디,15세이상관람가,독립/예술영화
13393,열두 번째 용의자,고명성,"(주)영화사진,엠앤씨에프",,㈜인디스토리,2019-10-10,개봉영화,장편,한국,111,"40,128,280","5,249","16,594,680","2,085",미스터리,12세이상관람가,독립/예술영화
13394,옆집 친구 엄마 무삭제,김진수,(주)영화사가을,,(주)영화사가을,2019-10-10,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13395,정사 : 엄마친구,김환,(주)영화사가을,,(주)영화사가을,2019-10-10,개봉영화,장편,한국,1,"2,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13396,정사 : 엄마친구 무삭제,김환,(주)영화사가을,,(주)영화사가을,2019-10-10,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
13397,퀸 오브 하츠,,,주식회사 루믹스미디어,주식회사 루믹스미디어,2019-10-10,개봉영화,장편,덴마크,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
13398,강남 며느리,이상수,선셋 시네마,,선셋 시네마,2019-10-11,개봉영화,장편,한국,20,"955,000",176,"693,000",133,멜로/로맨스,청소년관람불가,일반영화
13399,나쁜 사랑:형수와 처제,카와사키 군지,,(주)영진크리에이티브,(주)영진크리에이티브,2019-10-11,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13400,대물 남친:남편과는 다른 맛,사노 B사쿠,,(주)영진크리에이티브,(주)영진크리에이티브,2019-10-11,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13401,사장님 한 번 더 해요,박은석,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2019-10-11,개봉영화,장편,한국,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
13402,아내의여동생,최성길,스마일컨텐츠,,스마일컨텐츠,2019-10-11,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13403,엄마는 사랑이 필요해,키무라 히로유키,,(주)영진크리에이티브,(주)영진크리에이티브,2019-10-11,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13404,이스케이프 게임,보그다나 베라 로렌츠,,제인앤유,제인앤유,2019-10-11,개봉영화,장편,독일,2,"66,331,020","22,451","65,656,020","22,316",스릴러,15세이상관람가,일반영화
13405,첫잔처럼,백승환,(주)백그림,,(주)백그림,2019-10-11,개봉영화,장편,한국,1,"1,305,000",290,"1,305,000",290,드라마,15세이상관람가,독립/예술영화
13406,친구엄마:처음엔 거부 나중엔 신음,키무라 히로유키,,(주)영진크리에이티브,(주)영진크리에이티브,2019-10-11,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13407,다락방의 저주,,,(주)알이디아이스엔터,(주)알이디아이스엔터,2019-10-12,개봉영화,장편,태국,1,"1,000",1,0,0,공포(호러),청소년관람불가,일반영화
13408,람메르무어의 루치아,로랑 펠리,,(주)케빈앤컴퍼니,(주)케빈앤컴퍼니,2019-10-13,개봉영화,장편,독일,6,"17,775,000",776,"13,719,000",593,공연,12세이상관람가,일반영화
13409,내 학생의 엄마 4,유해종,(주)영화사가을,,(주)영화사가을,2019-10-14,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
13410,남편친구들 무삭제판,최정자,(주)가온콘텐츠,,(주)가온콘텐츠,2019-10-15,개봉영화,장편,한국,1,"5,000",1,0,0,드라마,청소년관람불가,일반영화
13411,바디 오브 씬,"아마리아 올슨,오빈 올슨",,(주)엔씨미디어,(주)엔씨미디어,2019-10-15,개봉영화,장편,미국,1,"300,000",60,"300,000",60,범죄,12세이상관람가,일반영화
13412,바람난 아내:질펀한 일탈,마츠모토 미노루,,(주)영진크리에이티브,(주)영진크리에이티브,2019-10-15,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13413,보도드라이버: 풀코스 무삭제판,김덕,두리컴,,두리컴,2019-10-15,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
13414,야한 여자:후배의 아내,마츠모토 미노루,,(주)영진크리에이티브,(주)영진크리에이티브,2019-10-15,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13415,젊은 새엄마들 무삭제,김진수,(주)영화사가을,,(주)영화사가을,2019-10-15,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13416,너를 만난 여름,장적사,,오드,"오드,(주)홈초이스",2019-10-16,개봉영화,장편,중국,174,"262,940,000","31,888","100,555,600","11,619",드라마,12세이상관람가,독립/예술영화
13417,바람난 가족:새엄마와 아들편,코메이,,(주)영진크리에이티브,(주)영진크리에이티브,2019-10-16,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13418,바람난 새엄마:밤이 외로워,코메이,,(주)영진크리에이티브,(주)영진크리에이티브,2019-10-16,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13419,버티고,전계수,영화사 도로시(주),,(주)트리플픽쳐스,2019-10-16,개봉영화,장편,한국,298,"115,864,340","13,567","59,318,100","6,599",드라마,15세이상관람가,독립/예술영화
13420,부장님과 뜨겁게 한판,츠키카게 쿠로우,,(주)영진크리에이티브,(주)영진크리에이티브,2019-10-16,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13421,선생님을 위한 특급 서비스,마츠모토 미노루,,(주)영진크리에이티브,(주)영진크리에이티브,2019-10-16,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13422,스페셜 솔져,"브랜도 베네통,마리엘 우즈",,주식회사 풍경소리,주식회사 풍경소리,2019-10-16,개봉영화,장편,미국,1,"1,000",1,0,0,전쟁,15세이상관람가,일반영화
13423,어벤져스 오브 저스티스,자렛 타놀,,(주)소나무픽쳐스,(주)소나무픽쳐스,2019-10-16,개봉영화,장편,미국,1,"5,000",1,0,0,액션,12세이상관람가,일반영화
13424,젊은 과부,이진,(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-10-16,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13425,콘택트: 지구 최후의 날,기요로기 폴피,,(주)소나무픽쳐스,(주)소나무픽쳐스,2019-10-16,개봉영화,장편,캐나다,1,"5,000",1,0,0,SF,청소년관람불가,일반영화
13426,고골: 악령과의 전쟁,예고르 바라노프,,하드릴컴퍼니,하드릴컴퍼니,2019-10-17,개봉영화,장편,러시아,5,"220,000",51,"84,000",28,미스터리,15세이상관람가,독립/예술영화
13427,꼬마 자전거 스피디,마누엘 J. 가르시아,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2019-10-17,개봉영화,장편,스페인,318,"70,048,620","9,507","11,395,760","1,422",애니메이션,전체관람가,일반영화
